instruction,input,output
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `@OCDeptofEd Close the schools! Keep students, teachers and families safe and alive.  #Covid19 spread is much worse now.` on topic of `stay at home orders`",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@Melissa20753729 Working in the Healthcare field I know many clinicians who had the #COVID19 virus with little or no specific symptoms. I don’t know anyone personally who has passed. I guess that’s a good thing. #HerdImmunity` on topic of `school closures`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Trump actually doesn't have the power to cut funding to schools . Just another on of those fun facts one would learn in the fourth year of their term .   #RestInPeace` on topic of `stay at home orders`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I don't get why there r folks so against #Masks? China manage to eliminate #COVID19 bc of its strict on masks and isolation. Continue mask-free and going out when issued with stay home notices. And your city/state can nvr end #COVID 1/2 #MasksDontWork` on topic of `face masks`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `:notes::arrow_forward:Addicted @OfficialNiniola   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO` on topic of `stay at home orders`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Florida must drastically reduce the daily number of new #coronavirus infections before we can reopen our schools.` on topic of `face masks`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@pbpost Shutdown Florida #shutdownnow #Floridalockdown` on topic of `stay at home orders`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@DrTommyJohnDC Thank You!! The Numbers everyone needs to see..` on topic of `stay at home orders`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Stop calling them heroes and get them the help they need. American teachers shouldn't have to die. #TeacherSafetyIsEssential` on topic of `school closures`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@PressSec If you “follow the science” it does not take you to “open our schools.” If that morally doomed infant you spawned was old enough to attend school you know damn well you’d keep it home. See` on topic of `school closures`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `A :clap: GLOBAL :clap: PANDEMIC :clap: can :clap: not :clap: be :clap: eradicated :clap: in :clap: 120 :clap: days :clap: #WearAMask` on topic of `face masks`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Because my visor at work gave me such a headache i tried a mask. Today i woke up with my glands enlarged &amp; a sore throat.... not worn any of this shit in 4 months, perfectly well!` on topic of `face masks`",Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@hellolanemoore I agree on Rent crisis. Me and many others still cannot find work. Some of us have BA degrees with years of experience in our  respect fields. You can thank Media for ongoing fear mongering and virtue signal of making this virus out like next Ebola.` on topic of `stay at home orders`,Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `So much anger and distrust, but why?` on topic of `stay at home orders`",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I truly feel for all the parents who are grappling with whether or not to give their school-aged children up for the greater good and literally risking their lives by....sending them to school this fall. For the record if I had school aged kids I would not be doing it` on topic of `face masks`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@NYGovCuomo I don’t give a damn. But I still wear a mask because I’m selfish bastard.` on topic of `face masks`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `:notes::arrow_forward:Rush @KardinalO @rihanna   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO` on topic of `stay at home orders`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@jmclean514 @GMB I’m not wearing one ! A homemade rag or a £3 fashion mask will protect you ! BS they cause more harm than good ! If they were effective we’d have had them at the start ! It’s just another way to control the sheep as they take away your freedoms` on topic of `face masks`,Against
